순번,시도본부,119안전센터명,주소,전화번호,FAX,위도,경도
425,경기도,신길119안전센터,경기도 안산시 단원구 삼일로 50(신길동),031-470-7481,031-280-8615,37.3350487087865,126.783640867463
426,경기도,상록수119안전센터,경기도 안산시 상록수 충장로 237 (본오동),031-470-7531,031-280-8612,,
427,경기도,역북119안전센터,경기도 용인시 처인구 명지로 45,031-8021-0501,031-280-8622,37.2321556319159,127.189884611282
428,경기도,양지119안전센터,경기도 용인시 처인구 양지면 남평로 46,031-8021-0531,031-280-8625,37.2300889185434,127.288921879735
429,경기도,남사119안전센터,경기도 용인시 처인구 남사면 봉무로 13,031-8021-0541,031-280-8626,37.1154285519964,127.15226588343
430,경기도,포곡119안전센터,경기도 용인시 처인구 포곡읍 포곡로 252,031-8021-0551,031-280-8627,37.2776622890736,127.230035112665
431,경기도,이동119안전센터,경기도 용인시 처인구 이동면 백옥대로 416-2,031-8021-0561,031-280-8628,37.1744704589177,127.204263956227
432,경기도,백암119안전센터,경기도 용인시 처인구 백암면 백암로 247,031-8021-0581,031-280-8630,37.1677158778686,127.371362882119
433,경기도,모현119안전센터,경기도 용인시 처인구 모현면 독점로 31-12,031-8021-0141,031-280-8632,37.3292087399888,127.241566290682
434,경기도,수지119안전센터,경기도 용인시 수지구 풍덕천로 177,031-6190-3521,031-280-8629,37.3260498412624,127.100155394608
435,경기도,구갈119안전센터,경기도 용인시 기흥구 신구로 74,031-6190-3531,031-280-8629,37.2789266876168,127.109867687126
436,경기도,보정119안전센터,경기도 용인시 기흥구 보정로114번길2,031-6190-3541,031-280-8629,37.3196817006967,127.115852904973
437,경기도,동백119안전센터,경기도 용인시 기흥구 동백6로 33,031-6190-3551,031-280-8875,37.277723668565,127.155212968898
438,경기도,기흥119안전센터,경기도 용인시 기흥구 한보라1로 128,031-6190-3561,031-280-8875,37.2450428193793,127.105914517744
439,경기도,성복119안전센터,경기도 용인시 수지구 성복1로 251,031-6190-3571,031-280-8618,37.3230676490051,127.057845513081
440,경기도,비전119안전센터,경기도 평택시 중앙로 273(비전동),031-8053-6501,,36.9904544831465,127.112846579541
441,경기도,안중119안전센터,경기도 평택시 안중읍 안현로서 7길 28,031-8053-6531,,36.9818397799278,126.92442361996
442,경기도,팽성119안전센터,경기도 평택시 팽성읍 팽성송화로 172,031-8053-6511,,36.9621334397638,127.059104967917
443,경기도,포승119안전센터,경기도 평택시 포승읍 평택항로 156번길 11,031-8053-6551,,36.9738585510612,126.845441314086
444,경기도,세교119안전센터,경기도 평택시 세교4로21(세교동),031-8053-6551,,37.0065771903733,127.086064096316
445,경기도,신평119안전센터,경기도 평택시 평택로 2(합정동),031-8053-6561,,36.9886154707928,127.090180448578
446,경기도,신장119안전센터,경기도 평택시 경기대로 1627(신장동),031-685-8501,031-280-8671,37.0896975029585,127.062222203127
447,경기도,진위119안전센터,경기도 평택시 진위면 봉남길30,031-685-8511,031-280-8672,37.1009275346029,127.087332319574
448,경기도,모곡119안전센터,경기도 평택시 산단로 64번길 2(모곡동),031-685-8521,031-280-8673,37.0368089834677,127.077065708167
449,경기도,서탄119안전센터,경기도 평택시 서탄면 서탄로241,031-685-8531,031-280-8674,37.1058403737273,127.03710146001
450,경기도,고덕119안전센터,경기도 평택시 고덕율포1로46(고덕동),031-685-8541,031-280-8675,37.0452923904529,127.026658730798
451,경기도,청북119안전센터,경기도 평택시 청북읍 현곡산단로16,031-685-8551,031-280-8676,37.0337297267315,126.939209985828
452,경기도,소하119안전센터,경기도 광명시 금하로 472,02-2610-3501,031-280-8682,37.4487143385419,126.885131305413
453,경기도,광명119안전센터,경기도 광명시 목감로 306,02-2610-3510,031-280-8683,37.4877981580246,126.860264581328
454,경기도,하안119안전센터,경기도 광명시 범안로 1025,02-2610-3520,031-280-8684,37.4615077485066,126.877094070067
455,경기도,광남119안전센터,경기도 광명시 목감로 34,02-2610-3530,031-280-8685,37.4714777854294,126.845605135979
456,경기도,시흥119안전센터,경기도 시흥시 정왕신길로 206,031-310-0501,031-280-8691,37.349561429997,126.739531631495
457,경기도,은행119안전센터,경기도 시흥시 대은로 4,031-310-0511,031-280-8692,37.4393655399614,126.793289026629
458,경기도,정왕119안전센터,경기도 공단1대로259번길 1,031-310-0521,031-280-8693,37.3355707834922,126.729716964601
459,경기도,연성119안전센터,경기도 시흥시 새재로 29,031-310-0531,031-280-8694,37.381903084479,126.802937551443
460,경기도,목감119안전센터,경기도 시흥시 목감우회로 15,031-310-0541,031-280-8881,37.3813946011407,126.857742562004
461,경기도,배곧119안전센터,경기도 시흥시 서울대학로278번길 80,031-310-0551,031-280-8696,37.3685812554404,126.732305734014
462,경기도,오금119안전센터,경기도 군포시 고산로 429,031-479-8501,031-280-8700,37.3525682799092,126.927119503192
463,경기도,산본119안전센터,경기도 군포시 산본로432번길 1,031-479-8511,031-280-8701,37.3682736207754,126.927241816294
464,경기도,송정119안전센터,경기도 군포시 도마교동 487,031-479-8521,031-280-8701,37.3166524918836,126.921676267813
465,경기도,향남119안전센터,경기도 화성시 향남읍 향남로 399,031-8012-6501,031-280-8848,37.1310105683569,126.920621081185
466,경기도,팔탄119안전센터,경기도 화성시 팔탄면 구장길 2,031-8012-6342,031-8012-6347,37.1610195872041,126.904984860985
467,경기도,정남119안전센터,경기도 화성시 정남면 정남동로 514,031-8012-6522,031-280-8849,37.1650970946765,127.00228093467
468,경기도,반송119안전센터,경기도 화성시 동탄반석로 188,031-8012-6531,031-280-8850,37.2054620517204,127.072089494276
469,경기도,목동119안전센터,경기도 화성시 동탄신리천로 359,031-8012-6461,031-280-8855,37.1837999313775,127.118212354055
470,경기도,태안119안전센터,경기도 화성시 병점중앙로 148,031-8012-6581,031-280-8851,37.2111789656722,127.038996719416
471,경기도,남양119안전센터,경기도 화성시 주석로 29,031-8012-6551,031-280-8852,37.217840785739,126.835142595722
472,경기도,봉담119안전센터,경기도 화성시 봉담읍 동화새터길 135,031-8012-6561,031-280-8853,37.2150077830769,126.962924351785
473,경기도,장안119안전센터,경기도 화성시 장안면 3.1만세로 119,031-8012-6571,031-280-8854,37.0863476379114,126.826112766551
474,경기도,새솔119안전센터,경기도 경기 화성시 수노을2로 21,031-8012-6351,031-280-8852,37.2845628764707,126.815674091497
475,경기도,관고119안전센터,경기도 이천시 경충대로 2739,031-645-5463,,37.2820570899899,127.431582019057
476,경기도,대월119안전센터,경기도 이천시 대월면 경충대로 1973,031-645-5512,,37.2435670875158,127.497398274234
477,경기도,장호원119안전센터,경기도 이천시 장호원읍 서동대로8829번길 71,031-645-5525,,37.1170767191171,127.614731641638
478,경기도,마장119안전센터,경기도 이천시 마장면 중앙로 87,031-645-5532,,37.2493756786865,127.357833692897
479,경기도,중앙119안전센터,경기도 김포시 감암로 111,031-980-4501,031-280-8737,37.6415655279945,126.7085359654
480,경기도,양촌119안전센터,경기도 김포시 양곡1로 85,031-980-4511,031-280-8738,37.6581110552064,126.622327912508
481,경기도,마산119안전센터,경기도 김포시 김포한강8로 196,031-980-4571,031-280-8742,37.6396597030133,126.644319128034
482,경기도,대곶119안전센터,경기도 김포시 대곶면 수남로 104,031-980-4561,031-280-8740,37.633475202913,126.582481793136
483,경기도,통진119안전센터,경기도 김포시 통진읍 김포대로 2250,031-980-4521,031-280-8739,37.6906614612924,126.596328841226
484,경기도,고촌119안전센터,경기도 김포시 고촌읍 은행영사정로 31,031-980-4531,031-280-4530,37.6023740300638,126.773758886841
485,경기도,하성119안전센터,경기도 김포시 하성면 하성로 404,031-980-4541,031-280-8743,37.7112774859604,126.637666084616
486,경기도,초월119안전센터,경기도 광주시 초월읍 무들로 112,031-799-0501,031-280-8762,37.3855769959122,127.299505970502
487,경기도,송정119안전센터,경기도 광주시 수하길 36,031-799-2511,031-280-8763,37.414802257586,127.264400372608
488,경기도,오포119안전센터,경기도 광주시 오포로 910-5,031-799-2521,031-280-8764,37.3714195780178,127.233545285538
489,경기도,광남119안전센터,경기도 광주시 고불로 277,031-799-2571,031-280-8764,37.3983718389298,127.208836958027
490,경기도,곤지암119안전센터,경기도 광주시 곤지암읍 광여로 160,031-799-2531,031-280-8765,37.3486903136681,127.363363745693
491,경기도,능평119안전센터,경기도 광주시 오포읍 대명대길 30,031-799-2541,031-280-8766,37.3572293057994,127.168762715358
492,경기도,도기119안전센터,경기도 안성시 미양로 855,031-678-4502,031-280-8772,37.0006816494231,127.255706265336
493,경기도,미양119안전센터,경기도 안성시 미양면 제2공단3길 8 ,031-678-4511,031-280-8773,36.9775899484847,127.260493418706
494,경기도,죽산119안전센터,경기도 안성시 죽산면 장원공단길 38 ,031-678-4521,031-280-8774,37.0680560538951,127.423953326519
495,경기도,공도119안전센터,경기도 안성시 공도읍 공도로 111 ,031-678-4531,031-280-8775,37.0008203885791,127.17311335385
496,경기도,원곡119안전센터,경기도 안성시 원곡면 원곡물류단지로 162-20,031-678-4541,031-280-8776,37.0420731592264,127.158221369189
497,경기도,신장119안전센터,경기도 하남시 대청로 76 (신장동),031-799-4502,031-799-8782,37.539901048563,127.22042336185
498,경기도,감일119안전센터,경기도 하남시 감일백제로 77 (감이동),031-799-4512,031-280-8779,37.503205639169,127.163069821202
499,경기도,덕풍119안전센터,경기도 하남시 덕풍서로 60 (덕풍동),031-799-4532,031-280-8784,37.5522687942907,127.204485502633
500,경기도,미사119안전센터,경기도 하남시 미사강변대로 190 (망월동),031-799-4542,031-280-8779,37.567164690866,127.185668496232
501,경기도,고천119안전센터,경기도 의왕시 오봉로 9,031-596-0501,031-280-8861,37.3441994554514,126.974761209112
502,경기도,백운119안전센터,경기도 의왕시 안양판교로 187,031-596-0531,031-280-8863,37.3904788127938,126.992611211165
503,경기도,부곡119안전센터,경기도 의왕시 오봉로 289,031-596-0521,031-280-8862,37.3277541213538,126.952080468743
504,경기도,세교119안전센터,경기도 오산시 문헌공로 30,031-8059-7500,031-280-8880,37.1753074687709,127.053822953256
505,경기도,원동119안전센터,경기도 오산시 경기대로 99,031-8059-7520,031-280-8791,37.1336252291928,127.072257851627
506,경기도,청학119안전센터,경기도 오산시 청학로 55-6,031-8059-7510,031-280-8790,37.1547073565701,127.063908310447
507,경기도,월송119안전센터,경기도 여주시 우암로 110,031-887-8500,031-280-8797,37.2916679914385,127.625804145534
508,경기도,가남119안전센터,경기도 여주시 가남읍 일신로 32,031-887-8510,031-280-8798,37.213433617104,127.543507049653
509,경기도,북내119안전센터,경기도 여주시 북내면 도예로 440,031-887-8520,031-280-8799,37.3247161360094,127.677886876649
510,경기도,금사119안전센터,경기도 여주시 금사면 능북로 898,031-887-8530,031-280-8802,37.3873593662667,127.532209131619
511,경기도,공흥119안전센터,경기도 양평군 양평읍 경강로 2047 ,031-770-0500,031 280-8805,37.5003379879327,127.507338915387
512,경기도,강상119안전센터,경기도 양평군 강상면 송학길 54,031-770-0520,031 280-8806,37.4803451220548,127.478213938883
513,경기도,용문119안전센터,경기도 양평군 용문면 연수로 64,031-770-0530,031 280-8807,37.493025248872,127.590302758126
514,경기도,양서119안전센터,경기도 양평군 양서면 두물머리길 43,031-770-0570,031-280-8882,37.540338490427,127.318934788081
515,경기도,중앙119안전센터,경기도 과천시 통영로 12,02-331-4501,031-280-8821,37.4285643268157,126.990524193228
516,경기도,과천119안전센터,경기도 과천시 궁말로30,02-331-4511,031-280-8822,37.4424090265084,127.008850386329
517,경기북부,가평119안전센터,경기도 가평군 가평읍 가화로 36번길,031-580-0501,031-280-8869,37.8233091391797,127.516591319274
518,경기북부,설악119안전센터,경기도 가평군 설악면 한서로 7번길,031-580-0531,031-280-8866,37.6766908319871,127.49460804094
519,경기북부,조종119안전센터,경기도 가평군 조종면 현창로 14번길,031-580-0521,031-280-8870,37.8161627372582,127.349804751171
520,경기북부,능곡119안전센터,경기도 고양시 덕양구 토당로 48,031-931-0511,031-280-8558,37.6202740111111,126.820728358795
521,경기북부,삼송119안전센터,경기도 고양시 덕양구 오금로 14,031-931-0521,031-280-8559,37.6630576331297,126.895045059121
522,경기북부,원당119안전센터,경기도 고양시 덕양구 고양대로 1342,031-931-0501,031-280-8557,37.6550890289514,126.833202720242
523,경기북부,행신119안전센터,경기도 고양시 덕양구 소원로 181번길 52,031-931-0531,031-280-8560,37.6151702789803,126.843392669852
524,경기북부,화전119안전센터,경기도 고양시 덕양구 중앙로 78,031-931-0541,031-280-8561,37.5964996136002,126.877092734813
525,경기북부,갈매119안전센터,경기도 구리시 산마루로 68,031-570-6529,031-280-8727,37.6295111168355,127.120625093841
526,경기북부,교문119안전센터,경기도 구리시 아차산로 487번길 46,031-570-6509,031-280-8727,37.598289965826,127.127832898903
527,경기북부,인창119안전센터,경기도 구리시 건원대로 34번길 28,031-570-6519,031-280-8727,37.6041917488132,127.141920629033
528,경기북부,가운119안전센터,경기도 남양주시 가운로 16,031-590-0572,031-280-8656,37.604843354814,127.158411349493
529,경기북부,다산119안전센터,경기도 남양주시 다산중앙로146번길 76,031-590-0582,031-280-8646,37.6267539124757,127.160557279905
530,경기북부,별내119안전센터,경기도 남양주시 송산로 41,031-590-0562,031-280-8654,37.6461228248452,127.129806213049
531,경기북부,오남119안전센터,경기도 남양주시 오남읍 진건오남로 772,031-590-0592,031-280-8655,37.6968421497046,127.20575965489
532,경기북부,와부119안전센터,경기도 남양주시 와부읍 덕소로 97번길 34-2,031-590-0532,031-280-8653,37.5857908381608,127.216205219335
533,경기북부,진건119안전센터,경기도 남양주시 진건읍 진건오남로 112-21,031-590-0552,031-280-8651,37.6601477964371,127.180251809493
534,경기북부,진접119안전센터,경기도 남양주시 진접읍 금강로 1509-25,031-590-0522,031-280-8650,37.7255635615024,127.189731694104
535,경기북부,평내119안전센터,경기도 남양주시 평내로 25,031-590-0502,031-280-8649,37.6433215355939,127.232240174107
536,경기북부,화도119안전센터,경기도 남양주시 화도읍 수레로 1260번길 25,031-590-0542,031-280-8652,37.650092392259,127.30480478415
537,경기북부,불현119안전센터,경기도 동두천시 지행로 6,031-830-5501,031-280-8510,37.8922636252089,127.047600860923
538,경기북부,소요119안전센터,경기도 동두천시 평화로 2910번길 65,031-830-5511,031-280-8510,37.9464015597105,127.065130915744
539,경기북부,고읍119안전센터,경기도 양주시 고덕로 266,031-849-8531,031-280-8839,37.8019131551347,127.069887658369
540,경기북부,광적119안전센터,경기도 양주시 광적면 광적로 55,031-849-8521,031-280-8838,37.8234592178815,126.981568127586
541,경기북부,남면119안전센터,경기도 양주시 남면 삼육사로 247,031-849-8541,031-280-8840,37.9017388836514,126.98646473674
542,경기북부,백석119안전센터,경기도 양주시 백석읍 꿈나무로 156,031-849-8501,031-280-8836,37.7958712056516,126.989398283979
543,경기북부,옥정119안전센터,경기도 양주시 옥정로8길 52,031-849-8561,031-280-8876,37.8274430050036,127.094040657856
544,경기북부,장흥119안전센터,경기도 양주시 장흥면 일영로 794,031-849-8551,031-280-8841,37.71204557241,126.936247198876
545,경기북부,회천119안전센터,경기도 양주시 화합로 1272,031-849-8511,031-280-2237,37.8461677292825,127.055589223047
546,경기북부,군남119안전센터,경기도 연천군 군남면 군남로 338,031-830-0541,031-280-8832,38.0778271860776,127.018931142023
547,경기북부,백학119안전센터,경기도 연천군 백학면 백학산단길 16,031-830-0531,031-830-0539,38.017431060094,126.913997426981
548,경기북부,연천119안전센터,경기도 연천군 연천읍 차현로 92,031-830-0521,031-830-0529,38.0993936964936,127.076808790283
549,경기북부,은대119안전센터,경기도 연천군 전곡읍 평화로 892,031-830-0501,031-280-8830,38.0482487444254,127.068378668126
550,경기북부,전곡119안전센터,경기도 연천군 전곡읍 전곡로 27,031-830-0511,031-830-0519,38.0162295654075,127.071945296893
551,경기북부,금오119안전센터,경기도 의정부시 금오로23번길 22-40,031-849-7501,031-280-8641,37.755136797668,127.069826839826
552,경기북부,녹양119안전센터,경기도 의정부시 체육로 248,031-849-7541,031-280-8640,37.7609326891721,127.035059704956
553,경기북부,송산119안전센터,경기도 의정부시 충의로 90,031-849-7531,031-280-8643,37.7397958287481,127.086542605958
554,경기북부,호원119안전센터,경기도 의정부시 평화로322번길 7,031-849-7521,031-280-8642,37.7207991573567,127.048184065127
555,경기북부,흥선119안전센터,경기도 의정부시 의정로 48,031-849-7511,031-280-8640,37.7371559646345,127.035361042324
556,경기북부,고봉119안전센터,경기도 고양시 일산동구 성현로 429,031-930-0551,031-280-8569,37.6993610106387,126.830669626875
557,경기북부,대화119안전센터,경기도 고양시 일산서구 중앙로 1630,031-930-0571,031-280-8572,37.6789966302298,126.7419669518
558,경기북부,문화119안전센터,경기도 고양시 일산동구 태극로 7,031-930-0581,031-280-8883,37.6637848661187,126.750714406113
559,경기북부,백석119안전센터,경기도 고양시 일산동구 장백로 78,031-930-0511,031-280-8568,37.6442126042292,126.785013583628
560,경기북부,장항119안전센터,경기도 고양시 일산동구 중앙로 1325,031-930-0501,031-280-8567,37.663282370918,126.769626641595
561,경기북부,주엽119안전센터,경기도 고양시 일산서구 주화로 82,031-930-0521,031-280-8570,37.6702253670299,126.759100503613
562,경기북부,중산119안전센터,경기도 고양시 일산동구 중산로 218,031-930-0541,031-280-8571,37.6913911783842,126.780508150169
563,경기북부,풍동119안전센터,경기도 고양시 일산동구 숲속마을로 10,031-930-0591,031-280-8573,37.6671795109571,126.80243181213
564,경기북부,광탄119안전센터,경기도 파주시 광탄면 혜음로 1040,031-956-9532,031-956-9539,37.7757791138266,126.851304160625
565,경기북부,교하119안전센터,경기도 파주시 청석로 301,031-956-9562,031-956-9569,37.7290174191164,126.717243414825
566,경기북부,금촌119안전센터,경기도 파주시 가나무로 136,031-956-9512,031-956-9519,37.7538985908411,126.780449241473
567,경기북부,법원119안전센터,경기도 파주시 법원읍 화합로 141,031-956-9522,031-956-9529,37.8467995768885,126.882419089365
568,경기북부,운정119안전센터,경기도 파주시 와석순환로 90,031-956-9584,031-956-9589,37.7118381245211,126.749743762205
569,경기북부,월롱119안전센터,경기도 파주시 월롱면 엘씨디로 310,031-956-9552,031-956-9559,37.8152239180462,126.752577134544
570,경기북부,적성119안전센터,경기도 파주시 적성면 감악산로 1220,031-956-9572,031-956-9579,37.9555396819303,126.928374733953
571,경기북부,탄현119안전센터,경기도 파주시 탄현면 필승로 458,031-956-9545,031-956-9549,37.7814103774845,126.687323365717
572,경기북부,통일119안전센터,경기도 파주시 통일로 1564,031-956-9501,031-956-9509,37.8474853191245,126.789496685703
573,경기북부,가산119안전센터,경기도 포천시 가산면 포천로 890,031-538-5541,031-280-8754,37.8484965104987,127.194491734205
574,경기북부,군내119안전센터,경기도 포천시 군내면 호국로 1538 ,031-538-5511,031-280-8750,37.8913495611211,127.202615939326
575,경기북부,내촌119안전센터,경기도 포천시 내촌면 내촌로 120,031-538-5551,031-280-8755,37.7904317665101,127.230477025699
576,경기북부,선단119안전센터,경기도 포천시 호국로 1007-33,031-538-5571,031-280-8898,37.8552980778232,127.164965329385
577,경기북부,소흘119안전센터,경기도 포천시 소흘읍 송우로 182,031-538-5511,031-280-8751,37.8360945080896,127.13174003256
578,경기북부,영북119안전센터,경기도 포천시 영북면 영북로 144,031-538-5521,031-280-8752,38.087120511956,127.275438779423
579,경기북부,영중119안전센터,경기도 포천시 영중면 양문로 66,031-538-5561,031-280-8756,37.9985156571718,127.242747776886
580,경기북부,일동119안전센터,경기도 포천시 일동면 영일로 978,031-538-5531,031-280-8753,37.9480490250794,127.309969366675
581,강원도,경포119안전센터,강원특별자치도 강릉시 해안로 502,033-644-2119,033-610-8539,37.8050177131101,128.905195402744
582,강원도,내곡119안전센터,강원특별자치도 강릉시 범일로 660,033-647-7119,033-610-8549,37.7448523868791,128.884713050741
583,강원도,옥계119안전센터,강원특별자치도 강릉시 옥계면 현내시장길 163,033-534-0119,033-610-8579,37.6023185345169,129.030128245194
584,강원도,옥천119안전센터,강원특별자치도 강릉시 용지로 139,033-648-2119,033-610-8529,37.7610589798856,128.902125353449
585,강원도,유천119안전센터,강원특별자치도 강릉시 선수촌로 64-28,033-645-0119,033-610-8519,37.7574390711333,128.872884427937
586,강원도,주문진119안전센터,강원특별자치도 강릉시 연곡면 연주로 226,033-662-2119,033-610-8559,37.8741151912522,128.831564754662
587,강원도,포남119안전센터,강원특별자치도 강릉시 하평2길 23,033-653-0119,033-610-8569,37.7722661343859,128.912885460835
588,강원도,간성119안전센터,강원특별자치도 고성군 간성읍 수성로 37-11,033-680-7513,033-680-7519,38.3768557839564,128.474091782775
589,강원도,거진119안전센터,강원특별자치도 고성군 거진읍 수외길 19,033-680-7522,033-680-7529,38.4410412827576,128.452633928122
590,강원도,동광119안전센터,강원특별자치도 고성군 토성면 동해대로 5320,033-680-7532,033-680-7539,38.2811968360024,128.549169000928
591,강원도,묵호119안전센터,강원특별자치도 동해시 일출로 29,033-532-2119,033-530-8529,37.5516060538689,129.110673713389
592,강원도,북삼119안전센터,강원특별자치도 동해시 효자남길 33-10,033-521-3119,033-530-8539,37.4892603260578,129.106862378936
593,강원도,북평119안전센터,강원특별자치도 동해시 공단1로 21,033-521-5119,033-530-8549,37.4715105293189,129.142919388696
594,강원도,천곡119안전센터,강원특별자치도 동해시 천곡로 120,033-533-3119,033-530-8129,37.5245211709553,129.118870832578
595,강원도,근덕119안전센터,강원특별자치도 삼척시 근덕면 교가길 37,033-574-1119,033-570-8549,37.3801673799326,129.228088248144
596,강원도,도계119안전센터,강원특별자치도 삼척시 도계읍 도계강변3길 16,033-541-2119,033-570-8529,37.2408347175833,129.045795272443
597,강원도,봉황119안전센터,강원특별자치도 삼척시 봉황로 101,033-570-8510,033-570-8519,37.4463820469312,129.171237622716
598,강원도,원덕119안전센터,강원특별자치도 삼척시 원덕읍 삼척로 581,033-572-6119,033-570-8539,37.1857895590104,129.327090423266
599,강원도,노학119안전센터,강원특별자치도 속초시 미시령로 3226,033-636-2119,033-630-2519,38.203646548697,128.560164889071
600,강원도,설악119안전센터,강원특별자치도 속초시 청봉로5길 37,033-636-7119,033-630-2529,38.1660722815361,128.525448701027
601,강원도,영랑119안전센터,강원특별자치도 속초시 번영로 188,033-632-9119,033-630-2539,38.2154181935498,128.590318030235
602,강원도,양구119안전센터,강원특별자치도 양구군 양구읍 중심로 92,033-480-4514,033-480-4519,38.0990722424154,127.993962879276
603,강원도,강현119안전센터,강원특별자치도 양양군 강현면 장산1길 26,033-673-9119,033-639-7539,38.1477925753535,128.597569597581
604,강원도,양양119안전센터,강원특별자치도 양양군 양양읍 남대천로 33,033-639-7511,033-639-7519,38.0674132270381,128.622516038778
605,강원도,하조대119안전센터,강원특별자치도 양양군 현북면 동해대로 1155-33,033-672-2119,033-639-7529,37.9950729885524,128.737962251226
606,강원도,산솔119안전센터,강원특별자치도 영월군 산솔면 응고개길 10-17,033-378-4119,033-371-7539,37.1425491222956,128.67980590968
607,강원도,영월119안전센터,강원특별자치도 영월군 영월읍 영월로 1863,033-374-2119,033-371-7549,37.185450529305,128.458419972314
608,강원도,주천119안전센터,강원특별자치도 영월군 주천면 송학주천로 1467-15,033-372-7119,033-371-7529,37.2748072972779,128.269767443751
609,강원도,기업119안전센터,강원특별자치도 원주시 기업도시로 220,033-731-6119,033-769-1479,37.3713311847375,127.872040834715
610,강원도,단구119안전센터,강원특별자치도 원주시 강변로 255,033-763-1119,033-769-1539,37.330445300118,127.96143450382
611,강원도,명륜119안전센터,강원특별자치도 원주시 남원로 467,033-732-0119,033-769-1592,37.3270290439026,127.942774164448
612,강원도,문막119안전센터,강원특별자치도 원주시 문막읍 문막시장1길 90,033-735-0119,033-769-1579,37.3034619824416,127.814543858647
613,강원도,신림119안전센터,강원특별자치도 원주시 신림면 치악로 27,033-763-8118,033-769-1549,37.2297480513984,128.079042773176
614,강원도,우산119안전센터,강원특별자치도 원주시 우산공단길 9,033-742-6119,033-742-1559,37.3740957446988,127.941824631642
615,강원도,태장119안전센터,강원특별자치도 원주시 태장공단길 4,033-734-0119,033-769-1569,37.401502827802,127.952629624235
616,강원도,학성119안전센터,강원특별자치도 원주시 학성길 122,033-732-4119,033-769-1529,37.3537023072136,127.94484817313
617,강원도,혁신119안전센터,강원특별자치도 원주시 동부순환로 201(반곡동),033-769-1592,033-769-1599,37.3337197441742,127.973132942628
618,강원도,흥업119안전센터,강원특별자치도 원주시 흥업면 북원로 1569-81,033-765-2119,033-769-1589,37.2934704820532,127.90982761402
619,강원도,기린119안전센터,강원특별자치도 인제군 기린면 대내로 34-14,033-461-5119,033-460-9539,37.964824238108,128.318449632962
620,강원도,원통119안전센터,강원특별자치도 인제군 북면 원통로 301,033-461-3119,033-460-9529,38.1278760480205,128.215703399115
621,강원도,인제119안전센터,강원특별자치도 인제군 인제읍 비봉로 44번길 71,033-460-9518,,38.061316285859,128.168632735244
622,강원도,고한119안전센터,강원특별자치도 정선군 고한읍 강원남로 6455,033-591-3119,033-560-6539,37.1949387086992,128.869907983547
623,강원도,사북119안전센터,강원특별자치도 정선군 사북읍 하이원길 29,033-592-2119,033-560-6559,37.2241761914174,128.81562920959
624,강원도,신동119안전센터,강원특별자치도 정선군 신동읍 의림로 342,033-378-0119,033-560-6529,37.2208291795449,128.647176721004
625,강원도,임계119안전센터,강원특별자치도 정선군 임계면 송계4길 9,033-562-6119,033-560-6549,37.4953444700765,128.852896870942
626,강원도,조양119안전센터,강원특별자치도 정선군 정선읍 녹송로 27,033-560-6511,033-560-6519,37.3796916868999,128.671840221909
627,강원도,갈말119안전센터,강원특별자치도 철원군 갈말읍 명성로 229,033-450-2540,033-450-2559,38.1525783584698,127.307223240111
628,강원도,김화119안전센터,강원특별자치도 철원군 서면 약수로 76,033-450-2530,033-450-2549,38.2454260530423,127.435409376918
629,강원도,동송119안전센터,강원특별자치도 철원군 동송읍 금학로 251길 17,033-450-2520,033-450-2529,,
630,강원도,태봉119안전센터,강원특별자치도 철원군 갈말읍 태봉로 1504,033-450-2510,033-450-2519,38.1855527919144,127.323707797321
631,강원도,강촌119안전센터,강원특별자치도 춘천시 소주고개로 680,033-262-2119,033-248-9559,37.7852225153906,127.647541562459
632,강원도,대룡119안전센터,강원특별자치도 춘천시 고은길 9,033-262-7119,033-248-9549,37.8462055074559,127.771124201042
633,강원도,소양119안전센터,강원특별자치도 춘천시 가연길 16,033-256-0119,033-248-9529,37.878027070711,127.72191186094
634,강원도,신북119안전센터,강원특별자치도 춘천시 신북읍 신북로 35,033-243-5119,033-248-9569,37.9285084904334,127.751262065083
635,강원도,효자119안전센터,강원특별자치도 춘천시 효명길 8,033-251-0119,033-248-9539,37.8710251835777,127.726384501265
636,강원도,후평119안전센터,강원특별자치도 춘천시 후석로 446,033-241-0119,033-248-9519,37.8893125152335,127.74294408004
637,강원도,장성119안전센터,강원특별자치도 태백시 석공길 16-9,033-581-6119,033-550-8529,37.1034269434434,129.008027822054
638,강원도,철암119안전센터,강원특별자치도 태백시 동태백로 552,033-582-9119,033-550-8539,37.1210221255543,129.044156797863
639,강원도,화전119안전센터,강원특별자치도 태백시 태백로 814,033-553-6119,033-550-8549,37.1806017932217,128.984252729361
640,강원도,황지119안전센터,강원특별자치도 태백시 태백로 1120,033-552-2119,033-550-8519,37.1585302188467,128.989362278358
641,강원도,대관령119안전센터,강원특별자치도 평창군 대관령면 올림픽로 62-20,033-335-5119,033-339-8549,37.6725806801217,128.701203592743
642,강원도,대화119안전센터,강원특별자치도 평창군 대화면 평창대로 934,033-333-2119,033-339-8559,37.5031165485957,128.45430309058
643,강원도,봉평119안전센터,강원특별자치도 평창군 봉평면 기풍로 107-6,033-336-0119,033-339-8539,37.6123671666903,128.377684762519
644,강원도,진부119안전센터,강원특별자치도 평창군 진부면 진부로 37,033-335-7119,033-339-8529,37.6447994061269,128.56751887547
645,강원도,평창119안전센터,강원특별자치도 평창군 평창읍 살구실길 10,033-339-8212,033-339-8209,37.3781317872581,128.389300914239
